label,title,content
4,Arno Lamoer, Lieutenant General Arno Lamoer is the Western Cape Provincial Police Commissioner for the South African Police Service.
5,Beechcraft Queen Air, The Beechcraft Queen Air is a twin-engined light aircraft produced by Beechcraft in several different versions from 1960 to 1978. Based upon the Twin Bonanza with which it shared key components such as wings engines and tail surfaces but featuring a larger fuselage it served as the basis for the highly successful King Air series of turboprop aircraft. It is often used as a private aircraft a utility or a small commuter airliner. Production ran for 17 years.
5,Focke-Wulf Project I, The Focke-Wulf Project I was a design study for a jet fighter to be built in Germany during World War II. In 1942 the Reichsluftministerium (RLM) asked Professor Kurt Tank of the Focke-Wulf factory to investigate the possibility of a single-engine jet fighter. He was given the development plans of the BMW 003 Jumo 004 and Heinkel HeS 011 engines.
6,Holy Apostles Monastery, The Holy Apostles Monastery (Armenian: Սուրբ Առաքելոց վանք Surb Arakelots vank) was a 6th-10th century Armenian monastery in the Taron province of historic Armenia near the town of Mush (now in the Eastern Anatolia Region of Turkey). The monastery was destroyed after the Armenian population of Mush was massacred during the Armenian Genocide.
2,Vlatko Stefanovski, Vlatko Stefanovski (Macedonian: Влатко Стефановски) is a Macedonian ethno-rock jazz fusion guitar player.
4,Mahmud Khalid, Mahmud Khalid is a Ghanaian politician and a former Minister of State. He is a member of the National Democratic Congress (Ghana) of Ghana. He served briefly as the Minister for the Upper West Region in the Mills government.Throughout Mahmud Khalid's office as Minister of State there were protests led by his religious opponent because of his religious affiliation towards Ahmadiyya Islam.
6,Luther Memorial Church, Luther Memorial Church is a Lutheran congregation at 1021 University Avenue in Madison Wisconsin in the United States. A member of the Evangelical Lutheran Church in America (ELCA) it is known for its worship music education social ministry and preschool programs.
13,Doodles (comic strip), Doodles is a children's activity comic strip drawn by Steve Sack and Craig MacIntosh. Originally syndicated in 1985 as Professor Doodles' Just For Kids Corner the strip was renamed Doodles in 1998. The comic is distributed by Creators Syndicate.
8,Qushchi Zanjan, Qushchi (Persian: قوشچي‎ also Romanized as Qūshchī; also known as Qūshcheh) is a village in Ijrud-e Pain Rural District Halab District Ijrud County Zanjan Province Iran. At the 2006 census its population was 179 in 43 families.
4,John Sloane, John Sloane (1779 – May 15 1856) was a U.S. Representative from Ohio and later the Treasurer of the United States.Born in York Pennsylvania Sloane moved to Ohio in early youth. He completed preparatory studies. He served as member of the Ohio House of Representatives from 1803–1805 and again in 1807.
12,No Evidence of Disease, No Evidence of Disease is a feature-length documentary film about N.E.D. a rock band of six gynecologic oncologists who seek to bring more attention and awareness to women's cancers.
4,Firouz Nosrat-ed-Dowleh III, Prince Firouz Nosrat-ed-Dowleh III (1889–1937) GCMG (1919) eldest son of Prince Abdol-Hossein Farmanfarma and Princess Ezzat-ed-Dowleh Qajar. He was born at some time near 1889 and died in April 1937. Grandson of his name-sake Nosrat Dowleh Firouz Mirza and of Mozzafar-al-Din Shah Qajar through his mother Princess Ezzat-Dowleh.
9,Puaiohi, The Puaiohi or Small Kauaʻi Thrush (Myadestes palmeri) is a rare species of songbird in the thrush family Turdidae that is endemic to the Hawaiian island of Kauaʻi. It is closely related to the other four endemic Hawaiian thrushes the Kāmaʻo Olomaʻo ʻŌmaʻo and ʻĀmaui. It was first collected by Henry Palmer in 1891 at Halemanu around the entrance to the Kōkeʻe State Park.
6,Air Force History and Museums Program, The current head of the United States Air Force History and Museums Program is Clarence R. Dick Anderegg.
1,Robinson Rams, The Robinson Rams are the athletic teams of Robinson Secondary School of Fairfax Virginia. The school's athletic program includes 18 VHSL AAA varsity sports which compete in the AAA Concorde District of the AAA Northern Region.
5,HMS Essex (1901), HMS Essex was one of 10 Monmouth-class armoured cruisers built for the Royal Navy in the first decade of the 20th century. Upon completion she was assigned to the 2nd Cruiser Squadron of the Channel Fleet. She was placed in reserve in March 1906 and recommissioned in 1909 for service with the 4th Cruiser Squadron on the North America and West Indies Station. In 1912 she returned home and was assigned to the Training Squadron of Home Fleet.
9,Telemidae, The Telemidae are a six-eyed spider family with 57 described species in seven genera see here for details
5,German submarine U-736, German submarine U-736 was a Type VIIC U-boat of Nazi Germany's Kriegsmarine built for service during World War II. Her keel was laid down on 29 November 1941 by F. Schichau of Danzig. She was commissioned on 16 January 1943 with Oberleutnant zur See Reinhard Reff in command.
5,USS Congress (1868), The fifth USS Congress was a screw sloop in the United States Navy.
13,Psychological Methods (journal), Psychological Methods is a peer-reviewed academic journal published by the American Psychological Association. It was established in 1996 and covers the development and dissemination of methods for collecting analyzing understanding and interpreting psychological data. The outgoing editor-in-chief is Mark Appelbaum (University of California San Diego) and the incoming editor is Lisa Harlow (University of Rhode Island).
3,Norihiro Nakamura, Norihiro Nakamura (中村 紀洋 Nakamura Norihiko born July 24 1973 in Osaka Japan) is a Japanese professional baseball third baseman who plays for the Yokohama DeNA BayStars.
9,Pilobolaceae, The Pilobolaceae are a family of fungi in the Mucorales order. Generally species in this family have a widespread distribution although there are some that are restricted to tropical and subtropical regions. This family includes three genera: Pilobolus Pilaria and Utharomyces.
1,Thunderbird School of Global Management, Thunderbird School of Global Management is an American nonprofit 501(c)(3) business school located in Glendale Arizona. It is a privately owned school and offers graduate-level degrees including Master of Business Administration and other Master's degrees. The school offers programs at their campus in Arizona and online for full-time students and working professionals. Thunderbird was founded in 1946 by Lieutenant General Barton Kyle Yount and is located on Thunderbird Field No.
1,Chugye University for the Arts, Template:Contains Korean nameChugye University for the Arts is a South Korean institute of higher education in the fine arts. The campus is located in Seodaemun-gu in central Seoul the country's capital.In 1973 ChuGye University for the Arts was established by the ChuGye School Foundation under the spirit of its founder the late Mme. Whang Shin-Duk “Contribution to the Nation through Education” being named after her graceful pen name ChuGye(meaning ‘Autumn Stream’).
13,Parrish (novel), Parrish is a novel by Mildred Savage. The novel was originally published in hardback by Simon & Schuster in 1958.
12,The Petal on the Current, The Petal on the Current is a 1919 American drama film directed by Tod Browning.
3,Éder López Carreras, Éder Paul López Carreras (born 7 January 1993 in Baja California Sur) is a Mexican footballer who plays for Östersunds FK as a midfielder.
12,Christabel (2001 film), Christabel is a 2001 avante garde experimental film directed by James Fotopoulos and based on the unfinished poem of the same name by Samuel Taylor Coleridge.
9,Aeshna viridis, The Green Hawker (Aeshna viridis) is a species of dragonfly in family Aeshnidae. It is found in Austria the Czech Republic Denmark Estonia Finland Germany Hungary Latvia Lithuania the Netherlands Poland Russia Serbia and Montenegro Slovakia Sweden and Ukraine. Its natural habitats are rivers swamps lakes and marshes. It is threatened by habitat loss in parts of its range but in general it is not very vulnerable.
0,Bottle Rocket Apps, Bottle Rocket is a US mobile software design and development studio founded in 2008 and based in Dallas Texas.
1,Göttingen University Faculty of Law, Göttingen University Faculty of Law (Juridicum in Latin) is the faculty of law of University of Göttingen in Göttingen Niedersachsen Germany. Established in 1737 the law faculty belongs to one of the four founding faculties of the university. It offers the Dipl. iur. Mag. iur. Dr. iur. and Magister Legum Europae (MLE) degrees in law.
9,Apamea illyria, Apamea illyria is a moth of the Noctuidae family. It is found in much of Europe western Siberia Turkey and the Caucasus.The wingspan is 31–36 mm. Adults are on wing May to July.The larvae feed on Calamagrostis Dactylis and Deschampsia species as well as Milium effusum.
10,Caladenia flava, The Cowslip Orchid or Butter Orchid (Caladenia flava) is species of orchid found across Southwest Australia.
8,Zoratu Bala, Zoratu Bala (Persian: زرتوبالا‎ also Romanized as Z̄oratū Bālā and Zartū-ye Bālā; also known as Zaztoo Z̄orratū and Zūrātū) is a village in Gohreh Rural District Fin District Bandar Abbas County Hormozgan Province Iran. At the 2006 census its population was 61 in 23 families.
6,Elmhurst (Wellsburg West Virginia), Elmhurst also known as the William H. Tarr House or William and Carol Lynn Residence is a historic country home located at Wellsburg Brooke County West Virginia. It was built in 1848 and is a two story five bay rectangular brick dwelling with a hipped roof in the Greek Revival style. It sits on a stone ashlar foundation and features a single bay portico with a hipped roof supported by Tuscan order columns.
5,Pietenpol Sky Scout, The Pietenpol Sky Scout is a parasol wing homebuilt aircraft designed by Bernard H. Pietenpol.
4,Robert F. Burkhardt, Robert F. Burkhardt is a former Republican member of the Pennsylvania House of Representatives.
0,Evinrude Outboard Motors, Evinrude Outboard Motors is a company that builds a major brand of outboard motors for boats. Founded by Ole Evinrude in Milwaukee Wisconsin in 1907 it was formerly owned by the publicly traded Outboard Marine Corporation (OMC) since 1935. But OMC filed for bankruptcy in 2000.It is now owned by the Canadian Bombardier Recreational Products.
13,Throne of Jade, Throne of Jade is the second novel in the Temeraire alternate history/fantasy series written by American author Naomi Novik. It was first published by Del Rey in the United States on April 25 2006 and was well received by reviewers.
10,Heritiera fomes, Heritiera fomes is the dominant mangrove tree species of the Sundarbans of Bangladesh and India. H. fomes is a major timber-producing tree. The tree is threatened by over-harvesting water diversions in the Ganges Basin and fluctuations in salinity due to upstream and coastal development in Bangladesh and India.
4,Shintaro Abe, Shintaro Abe (安倍 晋太郎 Abe Shintarō April 29 1924 – May 15 1991) was a Japanese politician from Yamaguchi Prefecture. He was a leading member of the ruling Liberal Democratic Party (LDP). He was Japan`s longest reigning postwar foreign minister.
6,Reay Boathouse, The Reay Boathouse is located in Three Lakes Wisconsin United States. It was added to the National Register of Historic Places in 2004.
8,Gurab Sowme'eh Sara, Gurab (Persian: گوراب‎ also Romanized as Gūrāb) is a village in Tulem Rural District Tulem District Sowme'eh Sara County Gilan Province Iran. At the 2006 census its population was 535 in 136 families.
7,Da Fartura River, The Da Fartura River is a river of Paraná state in southern Brazil.
7,Popasele River, The Popasele River or Trâncești River is a tributary of the Arieşul Mare River in Romania.
6,Kunstmuseum Basel, The Kunstmuseum Basel houses the largest and most significant public art collection in Switzerland and is listed as a heritage site of national significance. Its lineage extends back to the Amerbach Cabinet purchased by the city of Basel in 1661 which made it the first municipally owned museum. Its collection is distinguished by an impressively wide historic span from the early 15th century up to the immediate present.
6,J. Martin Nowland House, J. Martin Nowland House is a historic house at 31 Edgemere Road in Quincy Massachusetts.It was built in 1915 and added to the National Register of Historic Places in 1989.
6,Pacific Union College Church, The Pacific Union College Church (PUC Church) is the campus church of Pacific Union College in Angwin Napa Valley California. It is a part of the worldwide Seventh-day Adventist Church.
0,Deutsche Luft Hansa, Deutsche Luft Hansa A.G. (from 1933 styled as Deutsche Lufthansa and also known as Luft Hansa Lufthansa or DLH) was a German airline serving as flag carrier of the country during the later years of the Weimar Republic and throughout the Third Reich.Even though Deutsche Luft Hansa was the forerunner of modern German airline Lufthansa (founded in 1953) there is no legal connection between the two.
8,Zardalu Sofla, Zardalu Sofla (Persian: زردآلو سفلي‎ also Romanized as Zardālū Soflá; also known as Zardālū) is a village in Nurabad Rural District in the Central District of Delfan County Lorestan Province Iran. At the 2006 census its population was 14 in 4 families.
8,Jankowice Racibórz County, Jankowice [jankɔˈvit͡sɛ] is a village in the administrative district of Gmina Kuźnia Raciborska within Racibórz County Silesian Voivodeship in southern Poland. It lies approximately 9 kilometres (6 mi) south-east of Kuźnia Raciborska 15 km (9 mi) north-east of Racibórz and 45 km (28 mi) west of the regional capital Katowice.The village has a population of 440.
4,Larry Kramer (legal scholar), Larry Kramer (born 1958) is the current president of The William and Flora Hewlett Foundation and the former dean of Stanford Law School (2004-2012). He is a scholar of both constitutional law and civil procedure.
11,What a Woman Needs, What a Woman Needs is the eleventh album by singer Melba Moore released in 1981. This is her first album on the EMI America-Capitol Records imprint.
9,Polythlipta, Polythlipta is a genus of moths of the Crambidae family.
7,Beaver Lake (Queens), Beaver Lake Queens is a lake of the Region of Queens Municipality in Nova Scotia Canada.
9,Fijian monkey-faced bat, The Fijian monkey-faced bat (Mirimiri acrodonta) is a megabat endemic to Fiji. It was discovered in old-growth cloud forest on Des Vœux Peak the second highest mountain peak (1195 m) on the island of Taveuni by William and Ruth Beckon in 1976 and is Fiji's only endemic mammal. It is listed as a critically endangered species due to habitat loss. It has recently been transferred from Pteralopex to its own monotypic genus Mirimiri.
5,Corcoran 65-1, The Corcoran 65-1 was a motor glider of very unusual configuration a twin engine biplane. It was designed and built in the United States in the 1960s; only two were completed.
8,Chah Boneh Kerman, Chah Boneh (Persian: چاه بنه‎ also Romanized as Chāh Boneh and Chāhbaneh) is a village in Khabar Rural District Dehaj District Shahr-e Babak County Kerman Province Iran. At the 2006 census its population was 49 in 5 families.
11,Midnight Moods, Midnight Moods is a Jazz album by Bucky Pizzarelli recorded in 1960 on the Savoy label.
3,Gnonsiane Niombla, Gnonsiane Niombla (born 9 July 1990) is a French handball player. She plays for the club Fleury Loiret HB and on the French national team. She represented France at the 2013 World Women's Handball Championship in Serbia.
3,Stu Grimson, Stuart Grimson (born May 20 1965) is a former ice hockey forward. Grimson played in the National Hockey League from 1989 to 2002. During this time he played for the Calgary Flames Chicago Blackhawks Mighty Ducks of Anaheim Detroit Red Wings Hartford Whalers/Carolina Hurricanes Los Angeles Kings and Nashville Predators. Grimson was known as an enforcer throughout his career. He compiled over 2000 penalty minutes.
1,University of Wisconsin System, The University of Wisconsin System is a university system of public universities in the state of Wisconsin. It is one of the largest public higher education systems in the country enrolling more than 182000 students each year and employing more than 32000 faculty and staff statewide. The University of Wisconsin System comprises two doctoral research universities eleven comprehensive universities thirteen freshman-sophomore colleges and the statewide University of Wisconsin–Extension.
6,St Peter's Church Fleetwood, St Peter's Church is in the seaside town of Fleetwood Lancashire England situated on The Fylde coast. It is an active Anglican parish church in the Diocese of Blackburn. It was completed in 1841 to a design by Decimus Burton. Burton had been employed by Peter Hesketh-Fleetwood in 1836 to lay out the new planned town of Fleetwood. It is protected as a Grade II listed building.
3,Johnny Ryan (baseball), John Joseph Ryan (1853–1902) was an American outfielder from 1873-1877 in the National Association and the National League.After retiring from baseball Ryan joined the Philadelphia Police Department in March 1891 becoming a well-liked and respected officer. Ryan died while on duty after being kicked in the stomach while trying to arrest Charles Hemple who started a fight in a pub.
11,Visionair (album), Visionair (stylised as VISIONAIR) is the debut album of Japanese hip-hop MC Verbal from the group M-Flo. It was released on March 16 2011 one and a half years after M-Flo's 10th anniversary greatest hits album MF10: 10th Anniversary Best. Due to the effects of the 2011 Tōhoku earthquake and tsunami which occurred five days beforehand promotions for the album were cancelled including a music video for the song Black Out.
13,Double or Die, Double Or Die is the third novel in the Young Bond series depicting Ian Fleming's superspy James Bond as a teenager in the 1930s. The novel written by Charlie Higson was released in the United Kingdom by Puffin Books on 4 January 2007. A special hardcover Limited Collector's Edition was released as a Waterstones Bookstore exclusive on 25 October 2007.The title was announced on 3 January 2007 at the official book launch at Waterstone's in Piccadilly London.
9,Metarctia pulverea, Metarctia pulverea is a moth of the Arctiidae family. It was described by Hampson in 1907. It is found in the Democratic Republic of Congo Rwanda and Uganda.
8,Republican City Nebraska, Republican City is a village in Harlan County Nebraska United States. The population was 150 at the 2010 census. The town is near the Harlan County Reservoir.
13,Black God's Shadow, Black God's Shadow is a collection of fantasy short stories by C. L. Moore. It was first published in 1977 by Donald M. Grant Publisher Inc. in an edition of 2550 copies of which 150 were bound in buckram boxed and signed by the author and artist. The stories feature Moore's character Jirel of Joiry and originally appeared in the magazine Weird Tales. The stories were previously collected in a different configuration under the title Jirel of Joiry (1969).
4,Shinjirō Koizumi, Shinjirō Koizumi (小泉 進次郎 Koizumi Shinjirō born April 14 1981) is a Japanese politician of the Liberal Democratic Party. He is the second son of former Japanese Prime Minister Junichiro Koizumi and younger brother of actor Kotaro Koizumi. He enjoys popularity among both the Japanese public and younger LDP lawmakers and is often viewed as a future candidate for Prime Minister of Japan.
7,River Rouge (Michigan), The River Rouge also known as the Rouge River is a 127 mile river in the Metro Detroit area of southeastern Michigan.
2,Pierangelo Bertoli, Pierangelo Bertoli (November 5 1942 - October 7 2002) was an Italian singer-songwriter and poet. Close to libertarian communist issues his works told mainly about environment laïcité antimilitarism and social issues regarding marginalized and rebellious people.
9,Timorodes, Timorodes is a genus of moths of the Nolidae family.
3,Risa Shinnabe, Risa Shinnabe (新鍋 理沙 Shinnabe Risa born July 11 1990) is a Japanese volleyball player who plays for Hisamitsu Springs. She also plays for the All-Japan women's volleyball team.
2,Jack Fina, Jack Fina (August 13 1913 – May 14 1970) was a bandleader songwriter and pianist.Known as The Ten Most Talented Fingers On Radio[citation needed] Fina was born in Passaic New Jersey and educated at the New York College of Music and was a student of August Fraemcke and Elsa Nicilini.
9,Hystricella oxytropis, Hystricella oxytropis is a species of air-breathing land snail a terrestrial pulmonate gastropod mollusk in the family Hygromiidae the hairy snails and their allies.This species is endemic to Madeira Portugal.
7,Mareb River, The Mareb River (or Gash River) is a river flowing out of central Eritrea. Its chief importance is defining part of the boundary between Eritrea and Ethiopia between the point where the Mai Ambassa enters the river at 14°53.6′N 37°54.8′E to the confluence of the Balasa with the Mareb at 14°38′N 39°1.3′E.
3,Tony Wall, Anthony Tony Wall (born 1934) is an Irish retired hurler and manager who played as a centre-back for the Tipperary senior team.Wall joined the team during the 1953-54 National League and was a regular member of the starting fifteen until his retirement after the 1967 championship. During that time he won five All-Ireland medals six Munster medals and six National Hurling League medals.
8,Björkeryd, Björkeryd is a village in Karlskrona Municipality Blekinge County southeastern Sweden. According to the 2000 census it had a population of 106 people.
6,Fleur-de-lys Studios, Fleur-de-Lys Studios also known as Fleur-de-Lis Studios or Sydney Burleigh Studio is a site in Rhode Island built in 1885.It was declared a National Historic Landmark in 1992.
10,Inga spiralis, Inga spiralis is a species of legume in the Fabaceae family.It is found only in Panama.
12,All of Me (1984 film), All of Me is a 1984 fantasy comedy film directed by Carl Reiner and starring Steve Martin and Lily Tomlin. This film is based on the novel Me Two by Edwin Davis.
4,Patricia Scotland Baroness Scotland of Asthal, Patricia Janet Baroness Scotland of Asthal PC QC (born 19 August 1955) is a British barrister and served in many ministerial positions within the UK Government most notably as the Attorney General for England and Wales and Advocate General for Northern Ireland.
11,Why Not Me (album), Why Not Me is the first full-length LP album by American country duo The Judds released by RCA Records in 1984.Why Not Me includes the duo's first Billboard number one single on the Country music charts Mama He's Crazy. That single was first released on their 1983 EP release The Judds: Wynonna & Naomi.
10,Datura bernhardii, Datura bernhardii is a species of the Datura genus. They are sometimes grown as an ornamental plant. All parts of the plant including the fruit are poisonous if eaten.Contemporary experts classify this plant not as a separate species but as a variety: Datura stramonium var tatula f. bernhardii.
0,Mother Earth (journal), This version of Mother Earth was an anarchist periodical aimed at bringing up progressive issues and discuss these. It was in circulation among people in the radical community in the United States from 1933 - 1934.The first issue of Mother Earth journal was published in 1933. It borrowed its title from the original magazine of that name by Emma Goldman and others which was published from 1906 to 1917. The couple John G.
8,Gülbağı Bala, Gülbağı is a village in the District of Balâ Ankara Province Turkey.
3,Orlando Gaona Lugo, Orlando Gabriel Gaona Lugo (born 25 July 1990 in Villa Hayes) is a Paraguayan footballer currently playing for Club Olimpo on loan from Boca Juniors.
2,Walt Woodward III, Walt Woodward III (February 10 1959 – June 8 2010) was an American rock drummer who played in several bands including Shark Island and Saints Or Sinners/The Scream.He replaced original Saints Or Sinners/The Scream drummer Scott Travis who left the band to replace drummer Dave Holland in Judas Priest in 1989.Walt started his career in the New York/New Jersey area playing in Rachel featuring Riot vocalist Rhett Forrester and Americade as well as several other bands.
4,Rodney Anderson, For the Texas Republican state representative see Rodney Anderson (Texas politician).Rodney Pete Anderson (born July 9 1931) is an American politician. He served as a Republican member of the Wyoming House of Representatives representing the 10th district.
8,Kal Masli, Kal Masli (Persian: كل مسلي‎ also Romanized as Kal Maslī) is a village in Godeh Rural District in the Central District of Bastak County Hormozgan Province Iran. At the 2006 census its existence was noted but its population was not reported.
2,Sarah McLellan, Sarah Elizabeth McLellan (born 22 November 1982 in Bundaberg Queensland) is an Australian dancer singer and actress.She moved to New York City at age 17 and made her Broadway debut in the musical 42nd Street[1] at age 20.
7,Nimberg, Nimberg is a mountain of Baden-Württemberg Germany.
7,Franțușca River, The Franțușca River is a tributary of the Firiza River in Romania.
6,Penghu Living Museum, The Penghu Living Museum (Chinese: 澎湖生活博物館; pinyin: Pēnghú Shēnghuó Bówùguǎn) is a museum about the customs and cultureof Penghu in Magong City Penghu County Taiwan.
9,Calliostoma atlantis, Calliostoma atlantis common name the Atlantis top shell is a species of sea snail a marine gastropod mollusk in the family Calliostomatidae.
11,A Ballads, A Ballads is a ballad compilation album by Ayumi Hamasaki released on March 12 2003. The initial pressings of the album had four different covers. As of 2007 A Ballads surpassed the million mark with 1041000 copies sold.
2,Victoria Hart, Victoria Hart (born 25 November 1988) is a California-born English jazz-pop singer.
11,Devo Live 1980, DEVO Live 1980 is a DualDisc release (and technically the fourth DVD release) by pioneering New Wave/Alternative rock band Devo.The release documents a performance by the influential quintet during their Freedom of Choice tour when the band was gaining mainstream success on the strength of the Freedom of Choice album and their first major hit single Whip It.
13,Ponniyin Selvan, Ponniyin Selvan (Tamil: பொன்னியின் செல்வன் English: The Son of Ponni) is a 2400-page 20th-century Tamil historical novel written by Kalki Krishnamurthy. Written in five volumes this narrates the story of Arulmozhivarman (later crowned as Rajaraja Chola I) one of the kings of the Chola Dynasty during the 10th and 11th centuries.
12,Dil Diya Dard Liya, Dil Diya Dard Liya is a 1966 Hindi film based upon Emily Brontë's celebrated novel Wuthering Heights. The film is directed by Abdul Rashid Kardar and Dilip Kumar. The film stars Dilip Kumar Waheeda Rehman Pran Rehman Shyama and Johnny Walker. The music is by Naushad. The songs include koi sagar dil ko bahalata nahin phir teri kahani yaad aayi guzare hain aaj ishq mein dilruba maine tere pyar mein.
13,The Parafaith War, The Parafaith War (1996) is a science fiction novel by L. E. Modesitt Jr.. It is set in a future where humanity has spread to the stars and divided into several factions. Two factions the Eco-Tech Coalition and the Revenants of the Prophet (revs) are engaged in a futile war over territory and their competing social philosophies. The ecologically-aware Coalition must hold back the zealous rev hordes constantly seeking new territory for their ever-expanding theocratic society.
6,Hexham Abbey, Hexham Abbey is a place of Christian worship dedicated to St Andrew and located in the town of Hexham Northumberland in northeast England. Since the Dissolution of the Monasteries in 1537 the Abbey has been the parish church of Hexham.
0,Fresh Breeze, Fresh Breeze GmbH & Co Kg is a German aircraft manufacturer based in Wedemark. The company specializes in the design and manufacturer of paramotors and powered parachutes.Reviewers Noel Bertrand et al. described the company Fresh Breeze is one of the world’s main paramotor manufacturers. They demonstrate that the right price counts for more than the lowest price. Their customers are ready to spend more to have the best.
6,South Main and Washington Streets Historic District, The South Main and Washington Streets Historic District — 68-139 Washington St. and 2-24 South Main St. is a historic district in South Norwalk Connecticut. The 110-acre (45 ha) district encompasses 35 buildings and two other structures (including the South Norwalk Railroad Bridge). Varied architectural styles from the late 19th and early Twentieth centuries include Romanesque Revival Second Empire Italianate.
12,Traci Townsend, Traci Townsend is a 2006 comedy film directed by Craig Ross Jr. which stars Jazsmin Lewis and Mari Morrow. It was written by Bobby Thompson who was also a producer of the film.
2,Ginger Lynn, Ginger Lynn (born Ginger Lynn Allen; December 14 1962) is an American pornographic model prominent in 1980s videos. She also had occasional roles in low-budget B-movies. AVN has ranked her at #7 in a list of the 50 greatest porn stars of all time. After ending her adult-entertainment career she began using her full name of Ginger Lynn Allen and found work in a variety of B-movies. She had a late career comeback to the adult industry and made a brief series of movies.
7,Kangaroo Creek Reservoir, Kangaroo Creek Reservoir is a 19160 megalitre artificial water storage reservoir in the Adelaide Hills South Australia. It was built from 1966 to 1969 by damming the River Torrens east of Cudlee Creek. The stored water is used to maintain the Hope Valley Reservoir's level via discharge through the Torrens.
0,Oregan Networks, Oregan Networks Ltd is a global software and services company providing an embedded middleware platform for delivery of multi-network Digital TV services to hybrid broadcast receivers.The company's software is utilised in devices deployed by leading telecoms and broadcast operators including British Telecom Telefonica CAT Telecom NTT Plala and Batelco.A derivative of Oregan's software is also used in retail streaming video products such as media players and Connected TV's that are sold at retail by brands including Sony Philips Dixons and Sharp. 
6,Castle of Peñaranda de Duero, The castle of Peñaranda de Duero located in Peñaranda de Duero Spain is a well preserved Gothic castle in Burgos province. The castle originally dates from the 10th century but reforms by Counts of Miranda del Castañar in the 15th century changed much of the building.
13,God of Carnage, God of Carnage (originally Le Dieu du carnage) is a play by Yasmina Reza. It is about two pairs of parents one of whose children has hurt the other at a public park who meet to discuss the matter in a civilized manner. However as the evening goes on the parents become increasingly childish resulting in the evening devolving into chaos. The play was a success in its original language French and has been equally acclaimed in English-translated productions in both London and New York.
3,Walter Oswald, Walter Oswald (born 8 October 1955) is a retired Austrian-born German footballer.
10,Solenostemma argel, Solenostemma argel (Argel) is a plant in the family Apocynaceae indigenous to Africa.The leaves are used in herbal medicine for the treatment of some diseases such as of liver and kidney and allergies. It is an effective remedy for bronchitis and is used to treat neuralgia and sciatica. It is used as incense in the treatment of measles and sometimes crushed and used as remedy for suppurating wounds.
4,R. Raghuraman, R. Raghuraman was an Indian civil servant and administrator. He was the administrator of Mahe from November 12 1975 to June 30 1977.
6,Brady Theater, The Brady Theater (formerly Tulsa Convention Hall and Tulsa Municipal Theater) is a theater and convention hall in Tulsa Oklahoma United States. It was originally completed in 1914 and remodeled in 1930 and 1952. The building was used as a detention center during the 1921 Tulsa Race Riot. It is listed on the National Register of Historic Places and remains in use as a theater today.
6,Immaculate Conception Church (Hawesville Kentucky), Immaculate Conception Church was a historic church on Water Street in Hawesville Kentucky.It was built in 1860 and added to the National Register in 1975. River Valley Behavioral Healthnow occupies the site of the former Immaculate Conception Church which has been destroyed but it has not been removed from the Register.
12,Blade (film), Blade is a 1998 American vampire-superhero action film starring Wesley Snipes and Stephen Dorff loosely based on the Marvel Comics character Blade. Snipes plays Blade a human-vampire hybrid who protects humans from vampires.The film was directed by Stephen Norrington and written by David S. Goyer. Blade grossed $70 million at the U.S. box office and $131.2 million worldwide. It was followed by two sequels Blade II and Blade: Trinity both written by Goyer.
12,Ninja Cheerleaders, Ninja Cheerleaders is a 2008 comedy film written and directed by David Presley.
9,Calosima carinae, Calosima carinae is a moth in the Blastobasidae family which is endemic to Costa Rica.
13,The Stupidest Angel, The Stupidest Angel: A Heartwarming Tale of Christmas Terror is the eighth novel by Christopher Moore. Set during Christmas it brings together several favored characters from his previous books set in the fictional town of Pine Cove a recurring location in Moore's novels.An unabridged commercial compact disc recording of the original edition of The Stupidest Angel was issued with narration by Tony Roberts.
11,Boys Like Girls (album), Boys Like Girls is the debut album from the band Boys Like Girls. It was released on August 22 2006 through Columbia Records/Red Ink. The album's lead single was Hero/Heroine which was followed by The Great Escape and the re-release of Hero/Heroine and then Thunder.The album has been certified Gold by the RIAA for over 500000 units shipped.
9,Ennomomima gigantea, Ennomomima gigantea is a moth of the Arctiidae family. It was described by Rothschild in 1909. It is found in Brazil (Amazonas) and French Guiana.
6,Kongsmo Chapel, Kongsmo Chapel (Norwegian: Kongsmo kapell) is a chapel in the municipality of Høylandet in Nord-Trøndelag county Norway. It is located in the village of Kongsmoen. The church is part of the Høylandet parish in the Namdal deanery in the Diocese of Nidaros. The white wooden church building was constructed in 1937 to seat about 110 people.
1,Lourdes School of Quezon City, Lourdes School Quezon City (LSQC) is a private Catholic educational institution owned and founded by the Capuchins in Quezon City Philippines beside the National Shrine of Our Lady of Lourdes.
7,Mount Tomanivi, Mount Tomanivi previously named Mount Victoria is an extinct volcano located in the northern highlands of Viti Levu. At 1324 metres (4344 ft) Mount Tomanivi is the highest mountain in Fiji. A trail leads to the summit of Tomanivi from the village of Navai. The main river systems the Rewa Navua Sigatoka and Ba all have their headwaters in the central mountain area.
5,SS Europa (1928), SS Europa later SS Liberté IMO 5607332 was a German ocean liner built for the Norddeutsche Lloyd line (NDL) to work the transatlantic sea route. She and her sister ship Bremen were the two most advanced high speed steam turbine ocean vessels in their day and were a part of the international competition for the Blue Riband.
6,Bailey House Museum, The Bailey House Museum also known as Old Bailey House is a historic house museum of Hawaiian history and art located in Wailuku on the island of Maui in Hawaiʻi. It is owned and operated by the Maui Historical Society. The Bailey House is a historic district contributing property within the Wailuku Civic Center Historic District and is on the National Register of Historic Places.
